name,rating,region,difficulty,time,distance,season,dog_friendly,no_dogs_allowed,public_transit,camping,url,description
Tynehead Regional Park,4.0,Surrey and Langley,Easy,1.5,4.5,year-round,True,False,True,True,https://www.vancouvertrails.com/trails/tynehead-regional-park/,"Tynehead Regional Park is located just of Highway #1 in Surrey and is a popular park for cycling, picnics, dog walking, or exploring the upper Serpentine River. The area features two sides to the park, the east side called the Serpentine Hills has a perimeter bike trail and the west side has hiking trails and the Serpentine Hatchery. We will focus on the west side of the park. There are many trails in Tynehead Park so planning your own route is recommended. We will start our walk from the parking lot at the Tynehead Hatchery and head along the Birch Grove Trail. If you have a dog, go right at the first junction onto the Hawthorn Trail and continue northbound as you enter the dog off-leash area. After letting your dog run free, you can return to the trail by going left at the 4-way junction and heading west to rejoin the Serpentine Loop Trail. For those without a dog, continue past the junction on the Birch Grove Trail and go right at the junction with the Hatchery Trail. The trail descends to another junction where you will continue walking straight and up a short hill that veers to the right. This trail is called the Serpentine Loop. At the next junction, go straight (those coming from the dog off-leash area, go right) and continue along the Serpentine Loop Trail as is meanders through the forest, crossing several streams. At the next junction, walk a few meters to your right and take the trail on your left called the Sunny Trail. After walking up a few wooden steps, the picnic area is located to your left, offering a great location to stop for a snack before heading back. Continuing your walk through Tynehead Park, cross the wooden bridge at the bottom of the picnic area and go right at the junction up a steep hill to the Trillium Viewpoint that overlooks the area. After enjoying the view, walk back down the hill and straight across along the Nurse Stump Trail as you make your way towards the junction with the Serpentine Loop. Go straight and continue along the gravel trail and going left at yet another junction. The trail then descends down a hill to a bridge on the left and another trail called the Salmon Habitat Loop Trail. Go right and take the short loop as there is a nice wooden viewing platform overlooking the Serpentine River. Complete the loop and return to where the wooden bridge crosses the Serpentine River, crossing the bridge, and going right on the other side. Continue following the Hatchery Trail as it takes you back to the Tynehead Hatchery parking lot where you started."
UBC Malcolm Knapp Research Forest,3.8,Ridge Meadows,Intermediate,3.0,8.0,February - November,False,True,False,False,https://www.vancouvertrails.com/trails/ubc-malcolm-knapp-research-forest/,"Maintained by the Faculty of Forestry at the University of British Columbia, the UBC Malcolm Knapp Research Forest was established in 1949 from a Crown grant. The forest is located near Maple Ridge and a section of the park contains well marked trails used by hikers and joggers. There are a variety of trails to hike in the area and it is best to pick up a map at the office building by the gate to the park. The map shows several trails by colour and it corresponds with the maps and trail markings throughout the park. For the following description, we have chosen a route that follows the blue trails, eventually looping around the area and ending on the red trails. After passing through the gate, immediately go left and follow a small trail across the grass and into the woods. The forest becomes quite lush with lots of moss as it weaves it way through the forest and across a small stream. Pass the trail junctions and follow the blue trail markings as you begin to descend downhill towards a clearing. At the clearing, peer over the rocks and through the trees at the view of the farmlands in Pitt Meadows. Continue following the blue trail markers to the right as the route gradually descends until reaching another stream crossing. The next section of the hike passes through a variety of mini forests used by UBC for research, evidence of which can often be seen by different colours of ribbons that mark the trees. Walk through each section, crossing the winding gravel road each time and continuing along following the blue trail markers. Once you reach a crossroad with a large signboard on the other side, this will be the final crossroad in this section. The trail continues to the left of the sign and now begins to gradually climb. The site of the next clearing used to have a wooden bridge, however this bridge was destroyed and never rebuilt. The trail continues uphill as it now enters a section of forest that is less maintained from the trails you have been walking up until this point. Go right at the trail junction and continue until you reach a gravel road. There is no trail directly across the road but instead you must walk about 100 meters down the road and watch for blue markings on the left to where the trail enters the forest again. The trail again crosses a small stream and winds through a forest area, crossing two more forestry roads before eventually reaching a wider road with a pond on the left. This marks the end of the blue trail and now the route will follow the yellow and red trails to return to the starting point. Cross the culvert where the pond drains through and immediately go right onto the narrow trail following the yellow markers. Stay on the yellow trail and go right at the junctions until it merges with the red and green trails. Follow the red trail to the left and around a clearing to a gravel road and walk around towards where the trail opens up and arrives back at the gate where you began."
Vedder Ridge Trail,3.8,Fraser Valley East,Intermediate,3.5,9.0,May - October,True,False,False,False,https://www.vancouvertrails.com/trails/vedder-ridge-trail/,"The Vedder Ridge Trail travels along the west side of Cultus Lake to the top of Vedder Mountain, offering views to the east on a clear day. The majority of the route is forested and has gradual uphill and downhill sections until a short, steep section at the end of the trail, making this route on the easier side of ""intermediate"". From the trailhead with the small wooden signs and the larger Vedder Ridge wooden sign, hike over the dirt mounds and follow the wide trail into the bush. The trail follows an old logging road briefly before veering right to where an old sign-in box and a notice about the trail cling to a tree. Now in the forest, follow the trail up a steep hill, continue along the route with the orange markers on the trees. The entire route is very well marked with these orange markers, so make sure to look up and watch for them to ensure you stay on the trail. After a short steep section, the trail climbs at a much more gradual pace as it passes between two areas that have recently been logged. Continue to follow the trail as it veers to the left, following the ridge through the narrow forest band. Since the trail gradually climbs and occasional descends along the entire route, the total elevation gain for the trip will be much more. After the trail climbs up a short hill with a switchback, continue for another 5 minutes or so and watch for a short trail on your right that heads off to a viewpoint about 15-metres from the trail. The viewpoint overlooks the Fraser Valley, across to Sumas Mountain and the farms in between. Return to the trail as it descends and then passes by a muddy pond. Depending on the time of year, the pond might be dry during the later summer months. Walk up the wooden stairs at the far end and follow the trail as it passes over a rocky outcrop that once offered a viewpoint before the trees grew and blocked it. The trail continues through much of the same forested scenery until it begins to descend, before reaching a small lake. There is not much of a view of the lake, so continue across the wooden boardwalks and follow the trail as it wraps around the other side. After climbing a short hill, the trail arrives at a junction. Go left to follow the route to the top of Vedder Mountain (the trail to the right is known as the West Trail). After going left at the junction, the trail continues to climb, before veering left and climbing steeply over a wooden bridge and then up a steep slope with a rope assist. A bit further up and the trail has a second rope assist as it passes over some wooden steps. After the second rope, the first viewpoint from Vedder Mountain can be seen to the left. Continue a bit further up to where there is a larger clearing on the left and a place to sit on the rocks with a stunning view looking to the east. The peak of Vedder Mountain is a short distance further up the trail but it is surrounded by trees and there is no view. Once you have enjoyed the view, hike back down the trail, being careful through the sections with the ropes and returning to the trail and the junction. Make sure to go right at the junction, back along the Vedder Ridge Trail. Follow the trail as it passes the lake, the muddy pond by the wooden stairs, and the viewpoint. Eventually, the trail descends steeply to the wide path and only a short distance from here returns you to the trailhead."
Vedder River Rotary Trail,4.0,Fraser Valley East,Easy,6.0,20.8,year-round,True,False,False,False,https://www.vancouvertrails.com/trails/vedder-river-rotary-trail/,"The Vedder River Rotary Trail is a beautiful trail that follows the Vedder River for about 8km offering many scenic views. The trail is a popular walking, jogging, or cycling route and busy on the weekends with families and others out walking their dogs. There are several parking lots located throughout the route and you can choose to do a shorter version of the trail. The route described below begins at Vedder Park and goes the entire route, ending at the North Dyke Trail. From Vedder Park, walk past the playground towards the river and begin following the Vedder River Rotary Trail, walking alongside the river in the downstream direction. For the first 3.5km, the trail follows the river, offering scenic views of the surrounding landscape and wildlife, such as ducks, geese, eagles, and the occasional heron. On a nice day, there are often quite a few people fishing along the river. After about 3.5km, the trail veers away from the river and reaches the junction with the Peach Creek Rotary Trail. Continue to follow the Vedder River Rotary Trail as it veers back towards the river. Further down river, cross the bridge over Peach Creek and continue to where the Hopedale parking lot area is. There are plenty of benches along the trail to stop and soak in the scenic views of the area. The trail passes underneath a train bridge as it continues to make its way downstream. Eventually, you cross a small wooden bridge and reach the junction to the Great Blue Heron Nature Reserve. The nature reserve has several trails and a viewing platform for bird watching throughout the area. There is also a building with educational displays and a gift shop. Continue following the Rotary Trail as it crosses another wooden bridge, before passing through a forested area with the occasional view of the river. When it reaches a junction, go right and continue to the end of the trail to the metal gate marking the end of the trail. To return, you can simply walk back the same way that you came or you can follow the North Dyke Trail at the metal gate. The North Dyke Trail returns to the Great Blue Heron Nature Reserve and, if you didn't already stop, this is a great opportunity to do so. From the Nature Reserve, you can continue to follow the North Dyke Trail or return to the Rotary Trail via one of the nature reserve trails. Continue to make your way east back up the Vedder River until you reach Vedder Park where you began."
Velodrome Trail,3.6,Vancouver City,Intermediate,1.0,3.0,year-round,True,False,True,False,https://www.vancouvertrails.com/trails/velodrome-trail/,"Sometimes called Burnaby's Grind, the Velodrome Trail climbs steeply from the Barnet on the north side of Burnaby Mountain and arrives at the Japanese totem poles at Horizons Restaurant. Hikers walk up more than 500 wooden steps before the trail joins with the Pandora Trail for the rest of the route to the top. The trailhead is located at the northeast corner of the Velodrome. To get to the trailhead, walk from the gravel parking lot to the traffic lights, then cross the street and walk up the driveway. At the first opportunity, go left and walk in front of the Velodrome to the far end where a gravel trail heads into the forest, marking the start of your climb. The initial trail climbs gradually over the rocky terrain and before long, you reach a junction with the the Mountain Air Trail. Go right and continue uphill as the first set of wooden stairs begins. There is a brief section of dirt trail before things get steep with lots of wooden stairs. Continue walking up the stairs, stopping to occasionally look back at glimpses Burrard Inlet between the trees. After hiking up more than 500 stairs, the trail levels and reaches a junction with the Pandora Trail. Go left and pass another junction a few meters beyond and follow the trail at a more gradual rate. Not much further and the trail opens up into a clearing as you walk up a steep gravel section. The trail veers right at a rock and, just past a large tree, the Japanese totem poles come into view. Keep going as the trail weaves back and then one last uphill brings you to the top behind Horizons Restaurant where there are several viewpoints looking out at Indian Arm and Burrard Inlet. After you've enjoyed the views, you can retrace your steps back downhill, making sure to turn right onto the Velodrome Trail and descend down the wooden stairs back to the Barnet."
Watersprite Lake,4.1,Howe Sound,Intermediate,7.0,17.0,July - September,False,True,False,True,https://www.vancouvertrails.com/trails/watersprite-lake/,"The hiking trail to the turquoise coloured Watersprite Lake offers some incredible views of the area around the Mamquam River, including mountain peaks in the southern region of Garibaldi Provincial Park, Martin Peak, Dreadnought Peak, and extensive views of the Watersprite Creek Valley. The scenic trail begins east of Squamish, about 20km up the Mamquam and Skookum Forestry Service Roads and follows old logging roads overlooking the valley before a final ascent up a boulder field to the lake. The following describes the trail to Watersprite Lake that was built by the British Columbia Mountaineering Club and completed in September 2016. The old route has been deactivated due to extensive wear and damage to the bog portion of the trail. This route follows deactivated logging road routes along higher ridges, offering many scenic scenic views on the way to the lake. From the parking lot area, pass the metal gate and follow the old gravel road that veers off to the right, heading up a gradual hill. A Trail Kiosk with maps and information is schedule to be installed at the top of this Hill in 2017. The trail continues through an open gravel section, passing the Skookum Dam below to your left, before narrowing and joining an old logging road. This section of trail climbs gently and passes over a couple of creeks, including the bridge over Skullhead Creek, as you quickly make time along the route. After walking for about 20 - 30 minutes (1.5 km), the trail veers left and onto a section of narrow trail that first descends quickly, before climbing through the forest.  Follow the orange aluminum tree markers until you reach a junction at a wide trail which is an old logging road.  Note this junction as you will return to here and will need to follow the narrow trail back to the parking lot. Go right on the wide trail and continue hiking along the well defined route as you cross another wooden bridge over Skullhead Creek, this time further. The trail veers sharply left after about 1.4km and climbs up a steep, rocky section for about 600-meters before veering right and opening up to a view of the valley below. As you continue along the trail, just beyond the clearing with the viewpoint, the trail crosses a small creek next to a waterfall. After emerging from the creek bed, follow the trail for another 600-meters until it rounds a corner and arrives on a ridge, known as ""The Prow Lookout"", that overlooks the entire valley.  From here, you can witness one of the most scenic viewpoints in the region, seeing as far down the Mamquam River Valley towards Squamish, across the valley to Columnar Peak and the Garibaldi Provincial Park area, and up towards Spire Peaks, Pyramid Peak, and many more. Continue following the trail along the route to Watersprite Lake for the next 2.3km as it offers many open views of the surrounding mountains and the Watersprite Creek Valley below. The trail continues climbing gradually until it reaches a rockslide area. As the rockslide slows your pace, follow the markings and flags across the rockslide for about 800-meters until you enter the forest on the far end. The trail passes through a forested section, crossing Watersprite Creek before exiting the forest and crossing a second boulder field. The very steep ascent up the boulder field is the final section of trail to the lake. Carefully make your way up the rocks, following the trail until it begins to level and Watersprite Lake comes into view. Walk out onto the rocky outcrop for a full view of the scenic area, including the turquoise coloured lake, Martin Peak, and Dreadnought Peak. There are several locations around the lake to enjoy lunch and the scenery but please ensure to find a location that has minimal impact on the sensitive ecology. A cabin and were built by the BCMC in 2016 and are located on the west side of the lake. After enjoying time at the lake, begin your hike back by follow the trail back down the rockslide and heading to the right side of the slide to where the trail continues. Cross Watersprite Creek and follow the route through the forest, back across the rockslide and along the open trail with many views. Descend down the rocky section before veering right and following the trail back to the 3-way junction. Make sure to go left at the 3-way junction, following the trail downhill and returning via the first section to the parking lot near Skookum Dam."
Wedgemount Lake,4.7,Whistler,Difficult,7.0,12.0,July - September,False,True,False,True,https://www.vancouvertrails.com/trails/wedgemount-lake/,"The hike to Wedgemount Lake is one of the most difficult in Garibaldi Provincial Park, with an elevation gain of more than 1100 meters in just 7km. However, the spectacular alpine scenery makes the grueling trek well worth it. Before leaving, make sure you've packed plenty of water as well as a jacket. Temperatures can surprisingly be very cool at the top even on the warmest days in mid-summer. The trail begins with minimal incline as it weaves its way through second-generation growth forest. After walking for about 20 minutes, you come to two bridges that cross Wedge Creek. Cross the bridges and continue along the trail for a few minutes where you will catch a glimpse of a large rockslide area to the left. From here, the trail begins to climb through a series of switchbacks. Another 40 minutes or so up the trail, you cross a rockslide that offers a view of the valley below. Continue your uphill climb. When the trail begins to level and the wind blows through the trees, you will come to another opening with a large rockslide area. This is approximately the halfway point and perhaps the perfect opportunity for a break. Climb over the loose rocks as the trail continues along the lower section of the slide. Continue heading uphill along the trail as it becomes steeper. Another 40 minutes uphill and you will catch the first glimpse of Wedgemount Waterfall, a spectacular sight where the water drops over 300 meters. There are only a few points where the falls are visible from the trail and are easy to miss as your head is down watching where your are stepping. Another 20 minutes beyond the last viewpoint and you reach the tree line where you can see another beautiful view of the valley and the steep, rocky slope that lies ahead. Continue along the trail as it makes its way up the rocks, sometimes passing through streams from the winter runoff. The last section of the trail is the steepest as you scramble your way over the rocks up to the top. There are no trail markers but the path is worn from use by other hikers, so follow these marks as you use your hands to carefully climb through this steep section. The trail reappears again and begins to level out as a glacier becomes visible. A few more minutes and the BCMC (British Columbia Mountaineering Club) hut becomes visible as well as the stunning turquoise-coloured Wedgemount Lake. The area by the BCMC hut offers a perfect place to stop for lunch and to soak in the views of the entire Wedgemount Lake area. After lunch, follow the trail marked with stones to the furthest end of the lake for a full view of the glacier. After enjoying the scenery, head back towards the hut and along the trail to begin your descent back towards the parking lot. Make sure to leave plenty of time to return as the descent can be difficult through the steep section and the wet tree roots in the forest can be very slippery and dangerous. Keeping these in mind, the hike back downhill takes just as long as hiking up to the lake."
Whippoorwill Point Trail,4.1,Fraser Valley East,Easy,1.5,4.0,year-round,True,False,False,False,https://www.vancouvertrails.com/trails/whippoorwill-point-trail/,"Harrison Hot Springs is a popular tourist spot during the summer but few people venture beyond the crowded beaches, restaurants, and spa. However, the Whippoorwill Point Trail offers a nice escape from the crowds and is a short 4km hiking trail that passes the hidden Sandy Cove beach and offers several views of the Harrison River. This trail is fairly steep in sections and it's recommended for those with proper footwear and in good physical condition. From the metal gate outside the Harrison Hot Springs Resort, follow the wide gravel service road around the end of the lake. Many people walk out this route to see ""The Source"" of the hot springs but turn back after. Pass ""The Source"" and several meters further, you reach the end of the road at a metal fence. Look to your left and follow a very steep trail that enters the forest and goes up the side of the mountain. There are not many trail markers at the beginning of the route, so just watch for the worn path, which is fairly easy to follow. The trail reaches a wide area and it looks as though it goes around the rock, however that leads to a dead-end. Instead of going around the rock, go left just before it and up the steep section, over tree roots, and the trail will veer to the right and pass over that same rock. Follow the rough trail as it drops down and then back up a few steps before leveling out. The trail starts to change from rugged into a well, worn dirt path that's fairly flat, passing moss covered rocks and getting away from the noise of the crowded beach area. After only a few minutes, the trail descends and veers to the right where you reach a ""T"" junction, with the option of either going right or left. This point marks the beginning and end of the loop that the Whippoorwill Point Trail does. Go right and continue down a slight hill, as you step over a rock, pass some fallen trees, and reach a beach known as Sandy Cove. This is normally not a busy beach as the only ways to access it are to hike the trail you just did or to get there by boat. It also offers a scenic view of Harrison Lake, the surrounding mountains, and is a nice place for lunch. The trail continues at the far end of the beach and is easy to miss. However, if you walk along the edge of the beach and forest area and look up, there is a white cross on one of the trees and a visible path at the base of that tree. Follow the path as it weaves through the forest and reaches an old wooden triangle marker used for boats to indicate the point next to the Harrison River. The trees have grown over the years and therefore, don't offer much of a view of the lake or river through this part. Continue following the trail and watching for trail markers on trees as this section of trail is fairly well marked. The trail briefly climbs a small hill before descending and following alongside the Harrison River. There is a short trail that goes to a rocky bluff with a view of the Harrison River. This trail isn't easy to find as there is no marker for it, however it's at a fairly low point of the hiking trail, just before the trail steps up onto some rocks. Also, the path is a bit worn, so keep an open for it on your right and it should be noticeable. The short path takes you up onto a rock where there are metal remnants of industry left over from the years past. After enjoying the viewpoint, return to the trail and continue as it follows the river and offers a few more views down stream. Watch for the trail markers as the trail then goes left and uphill, back into the forest. A short hike through an overgrown set of bushes and you arrive back at the ""T"" junction. Go right, up the hill and head back the way you came, passing the large rock and carefully descending down the steep slope back onto the gravel road. A short walk along the road brings you back to Harrison."
Whistler Train Wreck,3.9,Whistler,Easy,1.0,2.0,May - November,True,False,False,False,https://www.vancouvertrails.com/trails/whistler-train-wreck/,"A part of Whistler's historical and cultural identity, the Train Wreck site is a popular attraction and is located near the Cheakamus River just south of Whistler. The short hiking trail follows the Sea To Sky Trail and crosses a suspension bridge, offering scenic views of the Cheakakmus River rushing below before arriving at the colourfully painted box cars, which have sat in the forest since 1956. To get to the Whistler Train Wreck, follow the trail at the side of Jane Lakes Road past the Sea To Sky Trail sign and into the forest. The majority of the trail to the Whistler Train Wreck site is easy, with a very short steep downhill near the suspension bridge but easy enough for all ages. The trail meanders along the gravel path through the lush forest. At a junction, go right following the signs to the Train Wreck and passing the skis on the tree. This section of trail has a lot of tree roots along the path, so be careful to watch your step. As the trail begins to slowly descend, the Cheakamus River comes into view between the trees. Continue down a short steep section before the trail veers right to the suspension bridge crossing the Cheakamus River. Enjoy the view of the rushing water in the canyon below as you cross the bridge. The suspension bridge was built in the summer of 2016 in response to people hiking to the train wreck along active train tracks by illegally trespassing on the railroad's property. The suspension bridge connects trails on the east and west side of the Cheakamus River. After crossing the suspension bridge, walk the short distance up the hill and you're in the middle of the train wreck site, with box cars on both sides of you. Take your time walking around and checking out the wreck and the ramps that have been built for mountain bikers. There are 2 additional box cars that many hikers miss that are a few minutes further south (downstream direction) from the group of box cars. The entire Train Wreck site consists of 7 box cars, all of which have been painted over the years and have become a popular tourist attraction. After enjoying the area, cross back over the suspension bridge and go right, following the trail up the steep section and back to the junction. Go left at the junction and walk the short distance back to the road where you parked."
Whyte Lake,4.0,The North Shore,Easy,2.0,5.0,year-round,True,False,False,False,https://www.vancouvertrails.com/trails/whyte-lake/,"Whyte Lake is a small, peaceful lake in the hills of West Vancouver above Horseshoe Bay. The trail is scenic, following Nelson Creek uphill through a grove of Western Cedar and Douglas Fir trees and pass several large old growth giants. The trail begins at a somewhat steep pace but, overall, is relatively short and easy. From the metal gate in the gravel parking area just off of Westport Road, walk down the gravel access road as it weaves and passes under the highway. Just after the overpass, follow the gravel access road up a steep slope. While the trail is rated easy, this will be the steepest section of your climb and is not very long, so take your time. Just after the road veers left and a water tower comes into view, look for a trail sign post to the right. Take this trail to the right and walk into the forest, continuing uphill. This section of the trail is part of the Trans Canada Trail. It continues to climb at a more gradual rate as you enjoy the second growth forest. Within 15 - 20 minutes, you will reach a trail sign at a junction. Go left onto the Whyte Lake trail and walk down the short hill to where the trail passes along some wooden railings. Through this section, be sure to look up at the trees as there are several large, old-growth Douglas Firs along the canyon. The trail continues through the forest, eventually passing over a wooden bridge over Nelson Creek. In the spring, it will often be muddy and may occasionally have snow covering it during the winter months. Not long after passing over a second wooden bridge, the trail reaches a sign pointing to Whyte Lake to the right. Go right and within a minute, you arrive at the small wooden dock and the quiet lake. After enjoying your time at the lake, retrace your steps back down the hill, going right at the junction onto the Trans Canada Trail, then following the gravel road back down, under the highway and back to the metal gate where you began. Hike Extension to the Baden Powell For those looking for a longer hike, you can continue along the Whyte Lake Trail past the lake, over the wooden boardwalks, to a junction. Go left at this jucntion and downhill a short distance where the trail will join the Baden Powell Trail. At the Baden Powell Trail, if you go right and follow the trail uphill, it will take you toEagle Bluffsbut it's a long, difficult hike. There are sections of the Baden Powell that are quite steep and challenging ."
Whyte Lake via Horseshoe Bay,3.0,The North Shore,Easy,1.25,4.0,March - November,True,False,True,False,https://www.vancouvertrails.com/trails/whyte-lake-horseshoe-bay/,"Whyte Lake is a small scenic lake, nestled in the forest above the Trans-Canada Highway in West Vancouver. Themost common route to Whyte Lakebegins just off of Westport Road, however this route follows the western-most section of the Baden Powell Trail, starting near Horseshoe Bay, before branching off to the lake. The trailhead of the Baden Powell (and this route to Whyte Lake) begins from a small gravel parking lot at the side of Highway Exit #2's off ramp, on the other side of the fence from the ferry terminal ticket booths. Follow the trail, past the fence, as it climbs steadily. After the initial uphill section, the trail follows alongside concrete slabs from the Sea To Sky Highway before making its way under a bridge next to a creek. Go left after passing under the bridge and continue follow the path in the direction of the highway. The route reaches another steep uphill section and, as you climb up the wide path, you begin to leave the sounds of the highway behind you. Continue uphill, occasionally catching your breath, until the trail begins to level and continues through a wide forested section. The break is brief as the trail again gains elevation quickly. Eventually, the Baden Powell Trail that you are following reaches a sign at a junction. Go right to Whyte Lake and follow the trail uphill. Once the trail reaches another junction, go right and walk across the wooden boardwalks. A short distance after the boardwalks, go left at the sign and walk to the dock on Whyte Lake. After enjoying the views of the lake from the dock, return to the trail and go right, walking across the long boardwalks. After the boardwalks, go left and down the hill until you reach the junction with the Baden Powell Trail. Follow the Baden Powell Trail back downhill towards Horseshoe Bay where you began your hike."
Whytecliff Park,3.0,The North Shore,Easy,1.5,2.0,year-round,True,False,True,False,https://www.vancouvertrails.com/trails/whytecliff-park/,"Situated in the rugged coastline along the shores of Howe Sound in West Vancouver, the scenic mountains and passing boats offer spectacular views for visitors to Whytecliff Park to enjoy. Not only does Whytecliff Park have a series of hiking trails but you can also explore the beach and island area, have a family picnic in the park, or even scuba dive in what's known as a famous area for underwater diving. The park is divided into two sections, with the upper section having the majority of hiking trails and being much quieter than the beach area. There are some short trails from the beach and along the shoreline edge near the main parking lot but if you want to explore the hiking trails, you will have to start from the top of the overflow parking lot. At the top of the overflow parking, a small trail climbs steeply into the forest. A short climb up the hill and there is an unmarked set of rock stairs on the right which are easy to miss. The viewpoint at the top of these stairs used to overlook Batchelor Bay but the trees have grown over the years to block this view. Back on the main trail and another short walk uphill, the trail forks at a fire hydrant into what is the first of a few loops. You will want to plan your route so that you take one part of the loop first and then return via the other part of the loop. Go left at the junction and up a short hill to where a bench sits overlooking Howe Sound and the passing ferry and sailboats below. Continue along the trail as it winds around the rock. Stay to the left and walk out onto a rocky clearing as it gradually descends before meeting up with another trail. Go left and continue your hike, staying left at the next two junctions and catching glimpses of the occasional view of Howe Sound. Eventually the trail meets a final junction where a short trail on the right takes you out of the park and into a nearby neighbourhood. Go right at this junction and begin the loop back to the overflow parking lot. This section of trail weaves through a forested area that is quiet compared to the popular beach area of the park that most people are familiar with. Not far along the trail, go left at the junction and continue walking through the forest. The trail briefly backtracks as you ascend quickly up a hill before meeting up with a section of trail you were on earlier. Go left and walk back along the path, staying to the left and, this time, passing through the middle of a big rock. After walking between the rock walls, you reach the junction with the fire hydrant and it's only a short walk back down the hill to the parking lot. Whytecliff Park Beach and Island To further explore the park, walk to the main parking lot area and not far from the entrance, follow a paved walkway at the side down towards the beach. During low tide, you can walk along the rocks to Whytecliff Island and climb to its peak but be sure to return before the tide rises and traps you from reaching the shore. At the west side of the beach, there is a trail that climbs onto the large rock marked only by rock steps. Follow these steps as it ascends over the rock and then into a roughly marked path that weaves it's way high above the shoreline. Along the route, you will find several benches to sit and enjoy the view and even a picnic table. The end of the trail exits back into the parking lot at the opposite end of the park near the observation point."
Widgeon Falls,4.2,Ridge Meadows,Easy,6.0,15.0,year-round,True,False,False,True,https://www.vancouvertrails.com/trails/widgeon-falls/,"Updated November 2024- The canoe rental shop is currently closed and scheduled to open May 20, 2025. ContactXwumfor more details. It isn't often that you can combine a day of hiking with a beautiful canoe trip through marshlands. The route to Widgeon Falls combines both of these as you paddle along Widgeon Slough to the campsite before begining a 3km one-way hike to the scenic waterfall. Start your trek by paddling across Pitt Lake towards the Widgeon Slough. Make your way along the waterway keeping an eye out for ducks, herons, deer, and even bears along the shorelines. After paddling for about 30 minutes, you'll reach a fork in the creek. Stay to your left and continue paddling. Depending on the time of year, you may have to get out of the canoe and pull the canoe through sections as the creek can become quite shallow. Eventually, you will arrive at the campsite. Pitt Lake is the only tidal lake in Western Canada and make sure to pull the canoe up onto shore far enough if it's low tide. The trail portion begins to the right of the campsite. Follow the service road along for 20 minutes, watching for a sign on the right side of the trail that says 'Widgeon Falls'. At this point, you can either continue along the service road which will take you to the falls or take the trail which ends up following along the shores of Widgeon Creek. The trail is a nice change from the basic service road and provides several views of Widgeon Creek. Follow the trail through the forest of Cedar, Fir, and Maple trees. After an hour of hiking, the trail reaches the lower falls which is a perfect spot for wading in the water on a hot, sunny day. Continue hiking along the trail for another 10 minutes to reach the upper falls. The water has flowed over these rocks for hundreds of years, carving smooth paths and sculpting them into their current forms. This is the perfect location to stop for lunch. Keeping in mind the canoe trip back down Widgeon Creek, make sure to leave enough time to return. Perhaps take the quicker route along the service road back to the campsite instead of the trail. Make your way back through Widgeon Slough and across Pitt Lake to the Grant Narrows boat launch area where you started. If you camp at the Widgeon Creek Campsite, you can hike beyond the falls and up towards Widgeon Lake. This hike from the campsite takes approximately 5 hours round trip which does not leave enough time if you are trying to do the entire trip from the parking lot to the lake in one day. The peaceful lake surrounded by granite bluffs is the perfect reward for a hiking and camping trip over a long weekend."
